InterventionID,Intervention_Name,Protocol,Protocol_Version,Outcome_Domain,NumStudiesMeetingStandards,NumStudiesEligible,Class_type_General,Class_type_Inclusion,Delivery_Method_Individual,Delivery_Method_School,Delivery_Method_Small_Group,Delivery_Method_Whole_Class,Demographics_of_Study_Sample_English_language_learners,Demographics_of_Study_Sample_Free_or_reduced_price_lunch,Demographics_of_Study_Sample_International,Demographics_of_Study_Sample_Students_with_disabilities,Ethnicity_Hispanic,Ethnicity_Not_Hispanic,Gender_Female,Gender_Male,Grade_1,Grade_10,Grade_11,Grade_12,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Grade_7,Grade_8,Grade_9,Grade_K,Grade_PK,Grade_PS,Program_Type_Curriculum,Program_Type_Policy,Program_Type_Practice,Program_Type_School_level,Program_Type_Supplement,Program_Type_Teacher_level,Race_Asian,Race_Black,Race_Native_American,Race_Other,Race_Pacific_Islander,Race_White,Region_State_Alabama,Region_State_Alaska,Region_State_Arizona,Region_State_Arkansas,Region_State_California,Region_State_Colorado,Region_State_Connecticut,Region_State_Delaware,Region_State_District_of_Columbia,Region_State_Florida,Region_State_Georgia,Region_State_Hawaii,Region_State_Idaho,Region_State_Illinois,Region_State_Indiana,Region_State_Iowa,Region_State_Kansas,Region_State_Kentucky,Region_State_Louisiana,Region_State_Maine,Region_State_Maryland,Region_State_Massachusetts,Region_State_Michigan,Region_State_Midwest,Region_State_Minnesota,Region_State_Mississippi,Region_State_Missouri,Region_State_Montana,Region_State_Nebraska,Region_State_Nevada,Region_State_New_Hampshire,Region_State_New_Jersey,Region_State_New_Mexico,Region_State_New_York,Region_State_North_Carolina,Region_State_North_Dakota,Region_State_Northeast,Region_State_Ohio,Region_State_Oklahoma,Region_State_Oregon,Region_State_Pennsylvania,Region_State_Rhode_Island,Region_State_South,Region_State_South_Carolina,Region_State_South_Dakota,Region_State_Tennessee,Region_State_Texas,Region_State_Utah,Region_State_Vermont,Region_State_Virginia,Region_State_Washington,Region_State_West,Region_State_West_Virginia,Region_State_Wisconsin,Region_State_Wyoming,School_type_Charter,School_type_Parochial,School_type_Private,School_type_Public,Urbanicity_Rural,Urbanicity_Suburban,Urbanicity_Urban,Intervention_Page_URL,Sample_Size_Intervention,Effectiveness_Rating
536,Building Blocks for Math (SRA Real Math),Early Childhood Education,1.0,General Mathematics Achievement,2,2,,,,,1.00,1.00,,87.00,,,12.00,88.00,49.00,51.00,,,,,,,,,,,,,,1.00,,,,,,,,,52.00,,,,29.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,1.00,,,,/intervention/536,263,Positive Effects
686,Tools of the Mind,Early Childhood Education,1.0,Oral language,1,1,,,,,,1.00,,,,,93.00,7.00,47.00,53.00,,,,,,,,,,,,,,1.00,,,,,,,,4.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,/intervention/686,198,No Discernible Effects
686,Tools of the Mind,Early Childhood Education,1.0,Print knowledge,1,1,,,,,,1.00,,,,,93.00,7.00,47.00,53.00,,,,,,,,,,,,,,1.00,,,,,,,,4.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,/intervention/686,220,No Discernible Effects
686,Tools of the Mind,Early Childhood Education,1.0,Cognition,1,1,,,,,,1.00,,,,,93.00,7.00,47.00,53.00,,,,,,,,,,,,,,1.00,,,,,,,,4.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,/intervention/686,200,No Discernible Effects
686,Tools of the Mind,Early Childhood Education,1.0,General Mathematics Achievement,1,1,,,,,,1.00,,,,,93.00,7.00,47.00,53.00,,,,,,,,,,,,,,1.00,,,,,,,,4.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,/intervention/686,202,No Discernible Effects
216,Ladders to Literacy,Early Childhood Education,2.0,Oral language,2,2,,,,,,1.00,0.00,,,,26.35,73.64,50.86,49.13,,,,,,,,,,,,,,1.00,,,,,,,,0.00,9.04,0.00,,,46.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,/intervention/216,139,Potentially Negative Effects
216,Ladders to Literacy,Early Childhood Education,2.0,Phonological processing,1,1,,,,,,1.00,0.00,,,,26.35,73.64,50.86,49.13,,,,,,,,,,,,,,1.00,,,,,,,,0.00,9.04,0.00,,,46.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,/intervention/216,105,No Discernible Effects
216,Ladders to Literacy,Early Childhood Education,2.0,Print knowledge,1,1,,,,,,1.00,0.00,,,,26.35,73.64,50.86,49.13,,,,,,,,,,,,,,1.00,,,,,,,,0.00,9.04,0.00,,,46.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,/intervention/216,105,No Discernible Effects
216,Ladders to Literacy,Early Childhood Education,2.0,General Mathematics Achievement,1,1,,,,,,1.00,0.00,,,,26.35,73.64,50.86,49.13,,,,,,,,,,,,,,1.00,,,,,,,,0.00,9.04,0.00,,,46.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,/intervention/216,105,No Discernible Effects
418,Literacy Express,Early Childhood Education,2.0,Oral language,3,3,,,,,1.00,1.00,100.00,,,,35.65,64.34,47.78,52.21,,,,,,,,,,,,,,1.00,,,,,,,,0.00,56.79,,,0.00,12.87,,,,,1.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,1.00,,,,,,,1.00,,,1.00,/intervention/418,1002,Positive Effects
418,Literacy Express,Early Childhood Education,2.0,Print knowledge,3,3,,,,,1.00,1.00,100.00,,,,35.65,64.34,47.78,52.21,,,,,,,,,,,,,,1.00,,,,,,,,0.00,56.79,,,0.00,12.87,,,,,1.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,1.00,,,,,,,1.00,,,1.00,/intervention/418,999,Positive Effects
418,Literacy Express,Early Childhood Education,2.0,Phonological processing,3,3,,,,,1.00,1.00,100.00,,,,35.65,64.34,47.78,52.21,,,,,,,,,,,,,,1.00,,,,,,,,0.00,56.79,,,0.00,12.87,,,,,1.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,1.00,,,,,,,1.00,,,1.00,/intervention/418,1004,Positive Effects
418,Literacy Express,Early Childhood Education,2.0,General Mathematics Achievement,1,1,,,,,1.00,1.00,100.00,,,,35.65,64.34,47.78,52.21,,,,,,,,,,,,,,1.00,,,,,,,,0.00,56.79,,,0.00,12.87,,,,,1.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,1.00,,,,,,,1.00,,,1.00,/intervention/418,185,No Discernible Effects
418,Literacy Express,Early Childhood Education,2.0,Cognition,1,1,,,,,1.00,1.00,100.00,,,,35.65,64.34,47.78,52.21,,,,,,,,,,,,,,1.00,,,,,,,,0.00,56.79,,,0.00,12.87,,,,,1.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,1.00,,,,,,,1.00,,,1.00,/intervention/418,722,No Discernible Effects
425,Pre-K Mathematics,Early Childhood Education,2.0,General Mathematics Achievement,2,2,,,,,1.00,1.00,,,,,22.51,77.48,52.00,48.00,,,,,,,,,,,,,,1.00,,,,,,,,4.00,48.86,,,,19.93,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,,,,,,,,,,,,,,,1.00,,,,,,,1.00,,,1.00,/intervention/425,575,Positive Effects
425,Pre-K Mathematics,Early Childhood Education,2.0,Oral language,1,1,,,,,1.00,1.00,,,,,22.51,77.48,52.00,48.00,,,,,,,,,,,,,,1.00,,,,,,,,4.00,48.86,,,,19.93,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,,,,,,,,,,,,,,,1.00,,,,,,,1.00,,,1.00,/intervention/425,296,No Discernible Effects
425,Pre-K Mathematics,Early Childhood Education,2.0,Print knowledge,1,1,,,,,1.00,1.00,,,,,22.51,77.48,52.00,48.00,,,,,,,,,,,,,,1.00,,,,,,,,4.00,48.86,,,,19.93,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,,,,,,,,,,,,,,,1.00,,,,,,,1.00,,,1.00,/intervention/425,297,No Discernible Effects
425,Pre-K Mathematics,Early Childhood Education,2.0,Phonological processing,1,1,,,,,1.00,1.00,,,,,22.51,77.48,52.00,48.00,,,,,,,,,,,,,,1.00,,,,,,,,4.00,48.86,,,,19.93,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,,,,,,,,,,,,,,,1.00,,,,,,,1.00,,,1.00,/intervention/425,270,No Discernible Effects
430,Let's Begin with the Letter People®,Early Childhood Education,2.0,Oral language,3,3,,,,,,1.00,,,,,41.82,58.17,45.00,55.00,,,,,,,,,,,,,,1.00,,,,,,,,4.00,27.28,0.00,,,20.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,,,,,,1.00,,,,1.00,,,,,,,,,,,,1.00,,,,/intervention/430,879,No Discernible Effects
430,Let's Begin with the Letter People®,Early Childhood Education,2.0,Print knowledge,3,3,,,,,,1.00,,,,,41.82,58.17,45.00,55.00,,,,,,,,,,,,,,1.00,,,,,,,,4.00,27.28,0.00,,,20.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,,,,,,1.00,,,,1.00,,,,,,,,,,,,1.00,,,,/intervention/430,881,Mixed Effects
430,Let's Begin with the Letter People®,Early Childhood Education,2.0,Phonological processing,1,1,,,,,,1.00,,,,,41.82,58.17,45.00,55.00,,,,,,,,,,,,,,1.00,,,,,,,,4.00,27.28,0.00,,,20.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,,,,,,1.00,,,,1.00,,,,,,,,,,,,1.00,,,,/intervention/430,184,No Discernible Effects
480,Bright Beginnings,Early Childhood Education,2.0,Oral language,1,1,,,,,,1.00,,,,,11.00,89.00,48.00,52.00,,,,,,,,,,,,,,1.00,,,,,,,,,7.00,,,,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,,,,,,,,,,,,,1.00,,,,/intervention/480,197,No Discernible Effects
480,Bright Beginnings,Early Childhood Education,2.0,Print knowledge,1,1,,,,,,1.00,,,,,11.00,89.00,48.00,52.00,,,,,,,,,,,,,,1.00,,,,,,,,,7.00,,,,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,,,,,,,,,,,,,1.00,,,,/intervention/480,198,Potentially Positive Effects
480,Bright Beginnings,Early Childhood Education,2.0,Phonological processing,1,1,,,,,,1.00,,,,,11.00,89.00,48.00,52.00,,,,,,,,,,,,,,1.00,,,,,,,,,7.00,,,,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,,,,,,,,,,,,,1.00,,,,/intervention/480,198,No Discernible Effects
480,Bright Beginnings,Early Childhood Education,2.0,General Mathematics Achievement,1,1,,,,,,1.00,,,,,11.00,89.00,48.00,52.00,,,,,,,,,,,,,,1.00,,,,,,,,,7.00,,,,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,,,,,,,,,,,,,1.00,,,,/intervention/480,198,No Discernible Effects
483,"The Creative Curriculum® for Preschool, Fourth Edition",Early Childhood Education,2.0,General Mathematics Achievement,2,2,,,,,,1.00,,,,,9.59,90.40,50.81,49.18,,,,,,,,,,,,,,1.00,,,,,,,,,43.64,,,,43.82,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,,,,,,,,,,,,1.00,,,,/intervention/483,363,No Discernible Effects
483,"The Creative Curriculum® for Preschool, Fourth Edition",Early Childhood Education,2.0,Oral language,2,2,,,,,,1.00,,,,,9.59,90.40,50.81,49.18,,,,,,,,,,,,,,1.00,,,,,,,,,43.64,,,,43.82,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,,,,,,,,,,,,1.00,,,,/intervention/483,362,No Discernible Effects
483,"The Creative Curriculum® for Preschool, Fourth Edition",Early Childhood Education,2.0,Print knowledge,2,2,,,,,,1.00,,,,,9.59,90.40,50.81,49.18,,,,,,,,,,,,,,1.00,,,,,,,,,43.64,,,,43.82,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,,,,,,,,,,,,1.00,,,,/intervention/483,363,No Discernible Effects
483,"The Creative Curriculum® for Preschool, Fourth Edition",Early Childhood Education,2.0,Phonological processing,2,2,,,,,,1.00,,,,,9.59,90.40,50.81,49.18,,,,,,,,,,,,,,1.00,,,,,,,,,43.64,,,,43.82,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,,,,,,,,,,,,1.00,,,,/intervention/483,364,No Discernible Effects
486,Headsprout® Early Reading,Early Childhood Education,2.0,Oral language,1,1,,,1.00,,,,,100.00,,,13.00,87.00,45.00,55.00,,,,,,,,,,,,,,1.00,,,,,,,,,84.00,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,1.00,,,,/intervention/486,62,Potentially Positive Effects
486,Headsprout® Early Reading,Early Childhood Education,2.0,Print knowledge,1,1,,,1.00,,,,,100.00,,,13.00,87.00,45.00,55.00,,,,,,,,,,,,,,1.00,,,,,,,,,84.00,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,1.00,,,,/intervention/486,62,Potentially Positive Effects
550,Doors to Discovery,Early Childhood Education,2.0,Phonological processing,1,1,,,,,,1.00,,,,,42.33,57.66,47.66,52.33,,,,,,,,,,,,,,1.00,,,,,,,,4.00,18.32,,,,29.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,,,1.00,,,1.00,/intervention/550,182,No Discernible Effects
550,Doors to Discovery,Early Childhood Education,2.0,General Mathematics Achievement,1,1,,,,,,1.00,,,,,42.33,57.66,47.66,52.33,,,,,,,,,,,,,,1.00,,,,,,,,4.00,18.32,,,,29.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,,,1.00,,,1.00,/intervention/550,183,No Discernible Effects
550,Doors to Discovery,Early Childhood Education,2.0,Print knowledge,2,2,,,,,,1.00,,,,,42.33,57.66,47.66,52.33,,,,,,,,,,,,,,1.00,,,,,,,,4.00,18.32,,,,29.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,,,1.00,,,1.00,/intervention/550,402,Potentially Positive Effects
550,Doors to Discovery,Early Childhood Education,2.0,Oral language,1,1,,,,,,1.00,,,,,42.33,57.66,47.66,52.33,,,,,,,,,,,,,,1.00,,,,,,,,4.00,18.32,,,,29.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,,,1.00,,,1.00,/intervention/550,37,Potentially Positive Effects
237,Head Start,Early Childhood Education,3.0,Reading achievement,1,1,,,1.00,,,,,,,,44.00,56.00,51.00,49.00,,,,,,,,,,,,,,1.00,,,,,,,,,25.00,,,,25.00,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,1.00,,,,,,1.00,,,,,,,,,1.00,,,,,,,,1.00,,1.00,/intervention/237,2062,Potentially Positive Effects
237,Head Start,Early Childhood Education,3.0,General Mathematics Achievement,1,1,,,1.00,,,,,,,,44.00,56.00,51.00,49.00,,,,,,,,,,,,,,1.00,,,,,,,,,25.00,,,,25.00,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,1.00,,,,,,1.00,,,,,,,,,1.00,,,,,,,,1.00,,1.00,/intervention/237,1617,No Discernible Effects
237,Head Start,Early Childhood Education,3.0,Social-emotional development,1,1,,,1.00,,,,,,,,44.00,56.00,51.00,49.00,,,,,,,,,,,,,,1.00,,,,,,,,,25.00,,,,25.00,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,1.00,,,,,,1.00,,,,,,,,,1.00,,,,,,,,1.00,,1.00,/intervention/237,2062,No Discernible Effects
277,Shared Book Reading,Early Childhood Education,3.0,Language development,4,4,,,1.00,,1.00,1.00,,100.00,,,13.20,86.79,50.96,49.03,,,,,,,,,,,,,,1.00,,,,,,,,8.00,44.81,,,,31.45,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,1.00,,,,,,,,,,,,,1.00,1.00,,,1.00,,1.00,,,,1.00,,,1.00,,,,,,,,,1.00,,,1.00,/intervention/277,567,Mixed Effects
277,Shared Book Reading,Early Childhood Education,3.0,Alphabetics,3,3,,,1.00,,1.00,1.00,,100.00,,,13.20,86.79,50.96,49.03,,,,,,,,,,,,,,1.00,,,,,,,,8.00,44.81,,,,31.45,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,1.00,,,,,,,,,,,,,1.00,1.00,,,1.00,,1.00,,,,1.00,,,1.00,,,,,,,,,1.00,,,1.00,/intervention/277,356,No Discernible Effects
277,Shared Book Reading,Early Childhood Education,3.0,Comprehension,5,5,,,1.00,,1.00,1.00,,100.00,,,13.20,86.79,50.96,49.03,,,,,,,,,,,,,,1.00,,,,,,,,8.00,44.81,,,,31.45,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,1.00,,,,,,,,,,,,,1.00,1.00,,,1.00,,1.00,,,,1.00,,,1.00,,,,,,,,,1.00,,,1.00,/intervention/277,259,Mixed Effects
277,Shared Book Reading,Early Childhood Education,3.0,Reading achievement,1,1,,,1.00,,1.00,1.00,,100.00,,,13.20,86.79,50.96,49.03,,,,,,,,,,,,,,1.00,,,,,,,,8.00,44.81,,,,31.45,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,1.00,,,,,,,,,,,,,1.00,1.00,,,1.00,,1.00,,,,1.00,,,1.00,,,,,,,,,1.00,,,1.00,/intervention/277,38,No Discernible Effects
464,Fast ForWord®,Adolescent Literacy,1.0,Comprehension,6,6,,,1.00,,1.00,,5.00,51.12,1.00,,24.01,75.98,44.18,55.81,1.00,1.00,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,3.09,40.75,1.00,,,53.06,,,,,,,,,,,,,,,1.00,,,,,,1.00,,,1.00,,,,,,,,,,,1.00,,1.00,1.00,,,1.00,,1.00,,,,,,,1.00,,,,,,,,,1.00,,1.00,1.00,/intervention/464,1376,Potentially Positive Effects
464,Fast ForWord®,Adolescent Literacy,1.0,Literacy achievement,5,5,,,1.00,,1.00,,5.00,51.12,1.00,,24.01,75.98,44.18,55.81,1.00,1.00,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,3.09,40.75,1.00,,,53.06,,,,,,,,,,,,,,,1.00,,,,,,1.00,,,1.00,,,,,,,,,,,1.00,,1.00,1.00,,,1.00,,1.00,,,,,,,1.00,,,,,,,,,1.00,,1.00,1.00,/intervention/464,873,No Discernible Effects
464,Fast ForWord®,Adolescent Literacy,1.0,Alphabetics,2,2,,,1.00,,1.00,,5.00,51.12,1.00,,24.01,75.98,44.18,55.81,1.00,1.00,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,3.09,40.75,1.00,,,53.06,,,,,,,,,,,,,,,1.00,,,,,,1.00,,,1.00,,,,,,,,,,,1.00,,1.00,1.00,,,1.00,,1.00,,,,,,,1.00,,,,,,,,,1.00,,1.00,1.00,/intervention/464,161,No Discernible Effects
464,Fast ForWord®,Adolescent Literacy,1.0,Reading fluency,1,1,,,1.00,,1.00,,5.00,51.12,1.00,,24.01,75.98,44.18,55.81,1.00,1.00,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,3.09,40.75,1.00,,,53.06,,,,,,,,,,,,,,,1.00,,,,,,1.00,,,1.00,,,,,,,,,,,1.00,,1.00,1.00,,,1.00,,1.00,,,,,,,1.00,,,,,,,,,1.00,,1.00,1.00,/intervention/464,24,Potentially Positive Effects
529,SuccessMaker®,Adolescent Literacy,1.0,Comprehension,1,1,,,1.00,,,,,48.00,,,24.00,76.00,52.00,48.00,,,,,,,,1.00,,1.00,,,,,,,,,,,,,15.80,,,,50.00,,,1.00,,1.00,,,,,,,,,,1.00,,1.00,,,,,,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,1.00,,,,,,,1.00,,1.00,1.00,/intervention/529,641,No Discernible Effects
529,SuccessMaker®,Adolescent Literacy,1.0,Reading fluency,1,1,,,1.00,,,,,48.00,,,24.00,76.00,52.00,48.00,,,,,,,,1.00,,1.00,,,,,,,,,,,,,15.80,,,,50.00,,,1.00,,1.00,,,,,,,,,,1.00,,1.00,,,,,,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,1.00,,,,,,,1.00,,1.00,1.00,/intervention/529,639,No Discernible Effects
1,Cooperative Integrated Reading and Composition® (CIRC®),Adolescent Literacy,2.0,Comprehension,2,2,,,1.00,1.00,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,1.00,,/intervention/1,903,Potentially Positive Effects
1,Cooperative Integrated Reading and Composition® (CIRC®),Adolescent Literacy,2.0,Literacy achievement,1,1,,,1.00,1.00,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,1.00,,/intervention/1,873,Potentially Positive Effects
7,Peer-Assisted Learning Strategies,Adolescent Literacy,2.0,Comprehension,1,1,,,,,1.00,,,,,,,,45.00,55.00,,,,,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,83.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,1.00,1.00,/intervention/7,120,Potentially Positive Effects
210,Accelerated Reader,Adolescent Literacy,2.0,Comprehension,2,2,,,1.00,,,,7.00,23.69,,,16.43,83.56,49.00,51.00,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,3.25,7.73,0.32,,,71.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,,,,1.00,,,,,1.00,,,,,,,,,1.00,,/intervention/210,1037,Potentially Positive Effects
210,Accelerated Reader,Adolescent Literacy,2.0,Reading fluency,1,1,,,1.00,,,,7.00,23.69,,,16.43,83.56,49.00,51.00,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,3.25,7.73,0.32,,,71.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,,,,1.00,,,,,1.00,,,,,,,,,1.00,,/intervention/210,45,No Discernible Effects
232,Open Court Reading©,Adolescent Literacy,2.0,Comprehension,1,1,,,,,,1.00,15.00,75.00,,,,,,,1.00,,,,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,1.00,,1.00,,,,,,,,,1.00,,,,,,,,,,,1.00,,,,,,,,1.00,,,,1.00,,,,,1.00,,,,,,,,1.00,1.00,1.00,/intervention/232,917,No Discernible Effects
383,Corrective Reading,Adolescent Literacy,2.0,Alphabetics,1,1,,,,,1.00,,,45.00,,,2.00,98.00,46.00,54.00,,,,,,,,1.00,,,,,,,,,,,,,,,27.00,,,,73.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,,,,,,,,,,,,,/intervention/383,86,No Discernible Effects
383,Corrective Reading,Adolescent Literacy,2.0,Reading fluency,1,1,,,,,1.00,,,45.00,,,2.00,98.00,46.00,54.00,,,,,,,,1.00,,,,,,,,,,,,,,,27.00,,,,73.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,,,,,,,,,,,,,/intervention/383,86,No Discernible Effects
383,Corrective Reading,Adolescent Literacy,2.0,Comprehension,1,1,,,,,1.00,,,45.00,,,2.00,98.00,46.00,54.00,,,,,,,,1.00,,,,,,,,,,,,,,,27.00,,,,73.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,,,,,,,,,,,,,/intervention/383,86,No Discernible Effects
570,SpellRead,Adolescent Literacy,2.0,Alphabetics,2,2,,,,,1.00,,,48.00,1.00,,,,44.72,55.27,,,,,,,,1.00,1.00,,,,,,,,,,,,,,28.00,,,,78.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,,,,,,,,,1.00,,,,/intervention/570,137,Potentially Positive Effects
570,SpellRead,Adolescent Literacy,2.0,Reading fluency,2,2,,,,,1.00,,,48.00,1.00,,,,44.72,55.27,,,,,,,,1.00,1.00,,,,,,,,,,,,,,28.00,,,,78.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,,,,,,,,,1.00,,,,/intervention/570,137,Potentially Positive Effects
570,SpellRead,Adolescent Literacy,2.0,Comprehension,2,2,,,,,1.00,,,48.00,1.00,,,,44.72,55.27,,,,,,,,1.00,1.00,,,,,,,,,,,,,,28.00,,,,78.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,,,,,,,,,1.00,,,,/intervention/570,137,Potentially Positive Effects
726,Project CRISS®,Adolescent Literacy,2.0,Comprehension,2,2,,,,,,1.00,0.00,77.00,,,30.00,70.00,,,,,,,,,1.00,1.00,1.00,,,,,,,,,,,,,2.00,37.00,1.00,,,31.00,,,1.00,,1.00,,,,,1.00,1.00,,,,,,,,1.00,,,,,1.00,,,,,,,,,,,,,,,,1.00,,,1.00,,,,1.00,,,,,1.00,,1.00,,,,,1.00,1.00,1.00,1.00,/intervention/726,2450,Potentially Positive Effects
